seq_len,implementation,time_ms,bandwidth_gbps,gflops,peak_pct,speedup_vs_pytorch,status
32,PyTorch SDPA,0.16193389892578125,12.950666993828033,103.60533595062427,0.19924103067427745,1.0,Success
32,PyTorch SDPA (math-only),0.17724037170410156,11.832247810341675,94.6579824827334,0.18203458169756423,0.9136400322841001,Success
32,PyTorch Baseline,0.49254894256591797,4.257753532217436,34.062028257739485,0.06550390049565286,0.3287671232876712,Success
32,SYCL Auto-Select,1.2901067733764648,1.625564676721554,13.004517413772431,0.025008687334177753,0.1255197649276487,Success
32,SYCL XMX,0.41577816009521484,5.043920535700441,40.35136428560353,0.07759877747231449,0.3894718733872355,Success
32,SYCL Optimized V3,0.34945011138916016,6.001291548207683,48.010332385661464,0.09232756228011821,0.463396329398922,Success
32,SYCL Optimized V4,0.16820430755615234,12.46788521928845,99.7430817543076,0.19181361875828384,0.9627214741318214,Success
32,SYCL Optimized V5,0.3978252410888672,5.271540825966679,42.17232660773343,0.08110062809179507,0.4070478245235527,Success
32,SYCL Optimized V7,1.3387203216552734,1.5665348214083705,12.532278571266964,0.02410053571397493,0.12096170970614425,Success
32,SYCL Optimized V8,3.4101486206054688,0.6149737836433805,4.919790269147044,0.009461135132975085,0.04748587728620169,Success
32,oneDNN,0.16150474548339844,12.985079749347506,103.88063799478005,0.1997704576822693,1.0026572187776794,Success
64,PyTorch SDPA,0.2210378646850586,18.975499993976918,303.6079999036307,0.5838615382762129,1.0,Success
64,PyTorch SDPA (math-only),0.17185211181640625,24.4064734245505,390.503574792808,0.7509684130630924,1.2862097669256383,Success
64,PyTorch Baseline,0.46608448028564453,8.999020944506624,143.98433511210598,0.2768929521386653,0.4742442068648013,Success
64,SYCL Auto-Select,1.308751106262207,3.2048141009629645,51.27702561540743,0.09860966464501429,0.16889220847831235,Success
64,SYCL XMX,0.8291244506835938,5.058714643551875,80.93943429683,0.15565275826313463,0.2665919024614677,Success
64,SYCL Optimized V3,1.7130851745605469,2.4483919785692816,39.174271657108505,0.07533513780213175,0.12902911540388576,Success
64,SYCL Optimized V4,0.7247686386108398,5.787093669007533,92.59349870412053,0.17806442058484717,0.3049771374058357,Success
64,SYCL Optimized V5,1.3894319534301758,3.0187185415199824,48.29949666431972,0.09288364743138408,0.1590850592858246,Success
64,SYCL Optimized V7,1.3226985931396484,3.1710202322390857,50.73632371582537,0.09756985329966417,0.16711128735715058,Success
64,SYCL Optimized V8,1.4165878295898438,2.9608499468856873,47.373599150170996,0.09110307528879037,0.1560354113370136,Success
64,oneDNN,0.17180442810058594,24.413247355559257,390.6119576889481,0.7511768417095156,1.2865667499306135,Success
128,PyTorch SDPA,0.15456676483154297,54.271744699725446,1736.6958303912143,3.339799673829258,1.0,Success
128,PyTorch SDPA (math-only),0.1719951629638672,48.77234833494872,1560.715146718359,3.0013752821506903,0.8986692542278902,Success
128,PyTorch Baseline,0.4586458206176758,18.28994754318865,585.2783213820368,1.1255352334269937,0.33700680979362685,Success
128,SYCL Auto-Select,4.054927825927734,2.068744096100097,66.1998110752031,0.12730732899077518,0.0381182530162986,Success
128,SYCL XMX,4.340410232543945,1.9326763025999452,61.845641683198245,0.11893392631384277,0.0356110958527877,Success
128,SYCL Optimized V3,6.68795108795166,1.2542866850674301,40.137173922157764,0.07718687292722648,0.023111228356618052,Success
128,SYCL Optimized V4,1.3950109481811523,6.013291874832425,192.4253399946376,0.3700487307589185,0.11079967869289535,Success
128,SYCL Optimized V5,7.401537895202637,1.1333601366058181,36.26752437138618,0.06974523917574266,0.020883060658478367,Success
128,SYCL Optimized V7,1.3384342193603516,6.267478728994977,200.55931932783926,0.3856909987073832,0.11548327336207204,Success
128,SYCL Optimized V8,1.373434066772461,6.107761706911085,195.44837462115473,0.375862258886836,0.11254036037912718,Success
128,oneDNN,0.19767284393310547,42.436825580547584,1357.9784185775227,2.6114969588029284,0.7819322156555301,Success
256,PyTorch SDPA,0.1656055450439453,101.3082985569594,6483.731107645402,12.46871366854885,1.0,Success
256,PyTorch SDPA (math-only),0.2534627914428711,66.19202725770296,4236.2897444929895,8.146711047101903,0.6533722133383502,Success
256,PyTorch Baseline,0.4595041275024414,36.51156757000156,2336.7403244801,4.493731393230961,0.36040056036942875,Success
256,SYCL Auto-Select,1.4908552169799805,11.253417373409029,720.2187118981778,1.3850359844195728,0.11108090387167965,Success
256,SYCL XMX,11.863064765930176,1.4142396025842239,90.51133456539033,0.1740602587795968,0.013959760678332626,Success
256,SYCL Optimized V3,1.450657844543457,11.565246803790616,740.1757954425995,1.4234149912357683,0.11415892842468568,Success
256,SYCL Optimized V4,1.4564037322998047,11.519618927031399,737.2556113300095,1.4177992525577106,0.1137085420554628,Success
256,SYCL Optimized V5,9.967589378356934,1.6831768809045355,107.72332037789027,0.20716023149594284,0.016614402816746438,Success
256,SYCL Optimized V7,5.77244758605957,2.9064302013788548,186.0115328882467,0.35771448632355135,0.028688964702578125,Success
256,SYCL Optimized V8,1.4891386032104492,11.266389820148259,721.0489484894886,1.3866325932490164,0.11120895307321603,Success
256,oneDNN,0.7887125015258789,21.271649641082195,1361.3855770292605,2.6180491865947317,0.2099694688794172,Success
512,PyTorch SDPA,0.37360191345214844,89.81333015655903,11496.106260039556,22.107896653922225,1.0,Success
512,PyTorch SDPA (math-only),0.37271976470947266,90.02589928697499,11523.315108732799,22.16022136294769,1.0023667882044394,Success
512,PyTorch Baseline,0.7618904113769531,44.04102151562399,5637.2507539998705,10.840866834615136,0.4903617474026787,Success
